#Parameters = {Conductivity=2000; L=38; Thickness=0.01; W=3; depth=15}
#"Frequency / GHz"	"S1,1 (4) [Magnitude / dB]"
#---------------------------------------------
1.5661799907684	-8.6594426414576
1.5681699514389	-8.6468039293914
1.5701600313187	-8.6338872021585
1.5721499919891	-8.6207027725039
1.5741399526596	-8.6072517498478
1.5761300325394	-8.5935431577178
1.5781199932098	-8.5795803255533
1.5801099538803	-8.5653739261640
1.5821000337601	-8.5509304275703
1.5840899944305	-8.5362532157357
1.5860799551010	-8.5213524897746
1.5880700349808	-8.5062341787743
1.5900599956512	-8.4909040150615
1.5920499563217	-8.4753712392416
1.5940400362015	-8.4596442190581
1.5960299968719	-8.4437274308596
1.5980199575424	-8.4276292512895
1.6000100374222	-8.4113600480515
1.6019999980927	-8.3949255849120
1.6039899587631	-8.3783324512091
